GENE_ID	locusLine	RASMC_H3K27AC_PDGF_24H_NEW	RASMC_H3K27AC_PDGF_24H_REP2	RASMC_H3K27AC_PDGF_2H_NEW	RASMC_H3K27AC_PDGF_2H_REP2	RASMC_H3K27AC_PDGF_JQ1_24H_NEW	RASMC_H3K27AC_PDGF_JQ1_24H_REP2	RASMC_H3K27AC_PDGF_JQ1_2H_NEW	RASMC_H3K27AC_PDGF_JQ1_2H_REP2	RASMC_H3K27AC_UNSTIM_NEW	RASMC_H3K27AC_UNSTIM_REP1	RASMC_WCE_PDGF_24H_NEW	RASMC_WCE_PDGF_24H_REP2	RASMC_WCE_PDGF_2H_NEW	RASMC_WCE_PDGF_2H_REP2	RASMC_WCE_PDGF_JQ1_24H_NEW	RASMC_WCE_PDGF_JQ1_24H_REP2	RASMC_WCE_PDGF_JQ1_2H_NEW	RASMC_WCE_PDGF_JQ1_2H_REP2	RASMC_WCE_UNSTIM_NEW	RASMC_WCE_UNSTIM_REP2
7_RASMC_H3K27AC_PDGF_24H_NEW_8449_lociStitched	chr13(.):99099570-99104806	1.0607	1.7202	0.8795	1.8436	0.7049	0.6583	0.4576	1.3368	1.2215	1.1541	0.2373	0.5735	0.2052	0.1907	0.2078	0.4795	0.2124	0.4283	0.2096	0.7008
6_RASMC_H3K27AC_UNSTIM_REP1_6703_lociStitched	chr2(.):30746771-30749511	0.656	0.7452	0.8038	1.2688	0.5102	0.5288	0.5724	1.2778	0.7935	0.893	0.1782	0.3153	0.2053	0.1695	0.1598	0.3619	0.1905	0.3738	0.1871	0.3888
6_RASMC_H3K27AC_PDGF_2H_NEW_9743_lociStitched	chr15(.):27830216-27833369	0.8341	1.0682	1.0188	0.7833	0.8628	0.7786	0.8983	0.7206	0.7889	0.7796	0.2094	0.2896	0.2012	0.2164	0.2022	0.3446	0.2031	0.3767	0.1994	0.3762
7_RASMC_H3K27AC_PDGF_2H_REP2_3611_lociStitched	chr10(.):29238788-29242852	0.6107	1.7093	0.4605	0.733	0.7443	0.9833	0.388	0.4873	0.4983	0.984	0.1693	0.6859	0.1297	0.1804	0.1576	0.4792	0.1781	0.3801	0.1589	0.4826
10_RASMC_H3K27AC_PDGF_2H_NEW_24112_lociStitched	chr6(.):26824904-26839841	1.3017	1.6848	1.3423	1.8282	1.5887	1.1465	1.3381	1.8136	1.3347	1.1475	0.1963	0.5943	0.2093	0.2137	0.211	0.3939	0.2237	0.538	0.1876	0.6878
6_RASMC_H3K27AC_PDGF_24H_NEW_3103_lociStitched	chr1(.):247684300-247693095	1.133	1.0225	1.293	1.7778	0.9226	0.6375	0.9429	1.8378	1.4198	0.9731	0.2982	0.3833	0.3151	0.2243	0.299	0.3394	0.3159	0.2561	0.315	0.4346
7_RASMC_H3K27AC_UNSTIM_REP1_12399_lociStitched	chr7(.):104980342-104987777	1.6614	1.2161	2.071	1.9246	1.9571	0.9838	2.8635	2.7349	1.6177	0.8548	0.2052	0.3793	0.2179	0.1903	0.2106	0.3857	0.2261	0.3867	0.2073	0.4342
10_RASMC_H3K27AC_PDGF_24H_NEW_6860_lociStitched	chr12(.):12259310-12274698	0.8474	0.7725	1.3718	0.6662	2.0098	1.0371	1.9826	0.8155	0.953	0.5878	0.1756	0.3045	0.2119	0.2078	0.1962	0.3096	0.2179	0.3033	0.1709	0.3833
13_RASMC_H3K27AC_PDGF_2H_REP2_26136_lociStitched	chr9(.):38293166-38309196	0.7379	0.7797	1.0553	0.9939	0.9268	0.8673	1.0795	1.0127	0.7476	0.7052	0.1774	0.3498	0.1876	0.1748	0.1772	0.2875	0.1892	0.2894	0.1719	0.3
6_RASMC_H3K27AC_PDGF_24H_REP2_17514_lociStitched	chr8(.):99624360-99628628	0.7364	0.7562	0.9631	0.828	1.9614	1.6626	1.3674	1.0077	0.7234	1.0733	0.1941	0.2605	0.1934	0.1691	0.1974	0.4122	0.2251	0.3232	0.1868	0.4138
6_RASMC_H3K27AC_UNSTIM_REP1_11086_lociStitched	chr6(.):10708037-10713018	0.4859	0.7771	0.6748	0.6631	1.2798	1.2242	0.7429	0.8148	0.3849	0.4808	0.18	0.4735	0.2153	0.2919	0.1924	0.4275	0.1901	0.2928	0.1476	0.3342
7_RASMC_H3K27AC_UNSTIM_REP1_5838_lociStitched	chr18(.):3646713-3651337	0.6036	0.8676	0.4286	0.3822	0.9248	0.6787	0.5714	0.7086	0.6419	0.8552	0.1411	0.4501	0.1301	0.169	0.131	0.3551	0.143	0.294	0.147	0.3392
8_RASMC_H3K27AC_UNSTIM_REP1_9595_lociStitched	chr4(.):100310121-100319133	0.6085	0.6181	0.4895	0.3201	0.6352	0.4343	0.2827	0.1822	0.9086	0.8167	0.1786	0.2459	0.1742	0.1705	0.1545	0.2173	0.1612	0.201	0.1727	0.1899
7_RASMC_H3K27AC_UNSTIM_NEW_23025_lociStitched	chr4(.):170383917-170394084	0.704	0.691	0.8996	0.3628	0.5776	0.4552	0.5846	0.2115	0.8004	0.7847	0.1661	0.2693	0.1425	0.1425	0.1455	0.2221	0.1288	0.2208	0.151	0.3059
6_RASMC_H3K27AC_PDGF_2H_NEW_16265_lociStitched	chr2(.):218949169-218953191	0.8091	1.4476	1.2654	2.2793	0.8817	0.8822	1.4043	2.7563	1.0092	1.0642	0.2019	0.4611	0.2176	0.2175	0.1895	0.5012	0.2195	0.5323	0.1888	0.7823
10_RASMC_H3K27AC_PDGF_24H_REP2_2056_lociStitched	chr1(.):249962230-249969965	0.5306	0.3707	0.9995	0.8003	1.4505	1.7691	1.5297	0.5976	0.7015	1.5066	0.172	0.0664	0.211	0.2345	0.1941	0.1715	0.2305	0.1139	0.1925	0.0959
13_RASMC_H3K27AC_PDGF_24H_REP2_9828_lociStitched	chr2(.):189192254-189203435	1.0877	1.1805	1.6205	1.154	1.4152	1.2412	1.9438	0.8828	0.7643	0.5993	0.2043	0.4175	0.2274	0.2172	0.2124	0.325	0.2393	0.4082	0.1897	0.2841
6_RASMC_H3K27AC_PDGF_2H_NEW_10916_lociStitched	chr16(.):41232615-41235272	0.4749	0.5818	0.4676	0.5932	0.803	0.6083	0.3985	0.5737	0.6029	0.7237	0.1571	0.2423	0.1503	0.1197	0.157	0.186	0.1905	0.1722	0.1577	0.3462
6_RASMC_H3K27AC_UNSTIM_REP1_5788_lociStitched	chr17(.):88040901-88045172	0.9037	1.099	1.2513	0.911	1.9017	1.2685	1.6829	0.7672	0.7813	0.659	0.1775	0.3924	0.1628	0.1692	0.1731	0.3074	0.1873	0.2802	0.1487	0.2044
6_RASMC_H3K27AC_PDGF_2H_REP2_17177_lociStitched	chr3(.):141223053-141227963	1.1322	1.0993	1.4459	2.0635	1.5821	1.0629	1.6483	2.8672	1.3823	1.0966	0.2176	0.2506	0.254	0.2491	0.257	0.3722	0.294	0.3529	0.2258	0.4447
6_RASMC_H3K27AC_PDGF_24H_NEW_28804_lociStitched	chr8(.):72900568-72907889	0.7256	1.0861	1.0272	0.8313	0.571	0.4196	1.1754	0.6942	1.0544	0.7645	0.19	0.3405	0.2039	0.2183	0.1718	0.3329	0.2042	0.4071	0.2114	0.3762
6_RASMC_H3K27AC_PDGF_24H_NEW_16416_lociStitched	chr2(.):199943326-199948212	0.934	1.0654	1.0573	1.0772	0.9541	0.6969	1.0496	1.2627	1.115	1.0055	0.199	0.3765	0.2081	0.1814	0.1992	0.297	0.2191	0.3117	0.1759	0.5729
8_RASMC_H3K27AC_UNSTIM_REP1_10744_lociStitched	chr5(.):138585736-138589643	0.8221	1.3981	1.1279	2.0316	0.9991	0.9576	1.2858	2.9755	0.9928	0.9333	0.1863	0.3675	0.1909	0.1293	0.1692	0.3283	0.206	0.3966	0.1896	0.474
13_RASMC_H3K27AC_PDGF_2H_REP2_22716_lociStitched	chr7(.):3327933-3347608	1.3379	2.1076	1.8112	2.9296	2.022	1.6575	2.2886	3.8305	1.1367	1.0717	0.1856	0.77	0.215	0.2205	0.2094	0.5306	0.2467	0.6756	0.187	0.6339
8_RASMC_H3K27AC_PDGF_24H_REP2_16436_lociStitched	chr7(.):122118443-122125100	0.9752	0.6846	1.0203	0.3133	1.0786	0.5729	0.965	0.189	1.0726	0.9819	0.1845	0.145	0.2034	0.1744	0.1943	0.1771	0.2152	0.1316	0.198	0.1437
6_RASMC_H3K27AC_PDGF_24H_NEW_12780_lociStitched	chr17(.):78538829-78541845	0.8211	0.8299	0.5949	0.6699	0.9258	0.7434	0.6155	0.4642	0.7192	0.7075	0.1698	0.1522	0.2155	0.2186	0.1761	0.1756	0.1857	0.0868	0.1716	0.0726
6_RASMC_H3K27AC_UNSTIM_REP1_7554_lociStitched	chr2(.):206284621-206288161	0.8788	0.7455	0.5498	0.3107	1.566	0.8676	0.6918	0.2951	0.7335	0.5941	0.2055	0.4726	0.183	0.1957	0.2031	0.3209	0.1621	0.2426	0.1933	0.2847
6_RASMC_H3K27AC_UNSTIM_REP1_11447_lociStitched	chr6(.):75900928-75904122	1.002	0.9341	0.9164	0.5078	0.9321	0.6276	0.8931	0.3812	0.6808	0.552	0.1766	0.2358	0.2012	0.1792	0.1913	0.2091	0.1597	0.2858	0.1553	0.2373
7_RASMC_H3K27AC_PDGF_2H_REP2_4906_lociStitched	chr10(.):90187659-90191089	1.2812	1.4593	1.6512	1.4886	1.157	0.9478	1.8001	1.5264	1.1106	0.8242	0.1916	0.6573	0.2027	0.2466	0.2009	0.5631	0.2033	0.5655	0.2075	0.5668
7_RASMC_H3K27AC_PDGF_24H_REP2_8175_lociStitched	chr18(.):44737421-44742899	1.0631	1.5753	1.2673	1.4782	1.5617	1.2519	1.4267	1.9805	1.0287	1.3154	0.1955	0.6108	0.1916	0.2234	0.2075	0.4097	0.2192	0.4884	0.1999	0.5486
21_RASMC_H3K27AC_PDGF_2H_NEW_1562_lociStitched	chr1(.):142586706-142616882	1.239	1.2589	1.3441	1.2773	1.6091	1.3233	1.3988	1.0723	1.4638	1.3262	0.1943	0.3346	0.2115	0.2401	0.1955	0.3404	0.2147	0.3219	0.193	0.3662
7_RASMC_H3K27AC_UNSTIM_REP1_1936_lociStitched	chr10(.):47014658-47020422	0.9543	1.3073	0.9836	1.3704	1.5567	1.3308	1.0672	1.4993	1.1389	1.6424	0.1948	0.4801	0.1949	0.1959	0.193	0.474	0.2124	0.4758	0.2056	0.6
6_RASMC_H3K27AC_PDGF_2H_REP2_12145_lociStitched	chr18(.):62907152-62912904	1.0936	0.7136	1.1251	0.6983	1.7601	1.0048	1.1798	0.4091	1.6142	1.7548	0.1945	0.2259	0.1726	0.2355	0.1993	0.2614	0.1907	0.1382	0.1921	0.1313
9_RASMC_H3K27AC_PDGF_24H_REP2_2002_lociStitched	chr1(.):245456740-245464375	1.6313	1.5125	0.6931	0.9663	1.4195	0.8253	0.9628	0.7286	2.4132	3.034	0.2323	0.3811	0.199	0.2455	0.2381	0.3242	0.2322	0.2594	0.2388	0.2778
6_RASMC_H3K27AC_PDGF_24H_REP2_1161_lociStitched	chr1(.):166503867-166508257	0.5428	1.3334	0.7329	1.6311	0.397	0.6854	0.8468	1.5728	0.6239	1.0663	0.1096	0.713	0.1009	0.1672	0.1079	0.5847	0.0963	0.4396	0.1043	0.673
6_RASMC_H3K27AC_PDGF_2H_REP2_17776_lociStitched	chr4(.):6825103-6830094	1.023	1.4864	1.5052	2.3143	1.2905	0.8262	1.6439	2.8087	1.3692	1.2417	0.2131	0.6839	0.2031	0.1818	0.1927	0.354	0.2435	0.4613	0.2092	0.5762
8_RASMC_H3K27AC_PDGF_24H_NEW_4377_lociStitched	chr10(.):55615303-55623002	0.6927	1.0218	0.6292	0.6186	0.6119	0.7721	0.5182	0.5723	0.7306	0.9131	0.2377	0.5348	0.2475	0.2778	0.2644	0.5229	0.2901	0.5081	0.255	0.4865
10_RASMC_H3K27AC_UNSTIM_NEW_25763_lociStitched	chr6(.):24237705-24249884	0.2926	0.4364	0.4858	0.3854	0.3853	0.2995	0.2921	0.2455	0.4923	0.7766	0.1326	0.2143	0.1246	0.1279	0.1305	0.2505	0.1367	0.2521	0.1468	0.3285
6_RASMC_H3K27AC_PDGF_24H_REP2_9252_lociStitched	chr2(.):44629976-44636165	1.0702	0.7061	0.5512	0.228	1.1676	0.5036	0.583	0.181	0.9546	0.4343	0.1909	0.1565	0.1775	0.1353	0.1972	0.1575	0.1729	0.2327	0.1583	0.2418
6_RASMC_H3K27AC_PDGF_2H_REP2_18233_lociStitched	chr4(.):81240196-81247277	1.3774	1.6847	1.7841	2.5297	1.2864	1.0919	1.6849	2.8224	1.7509	1.3886	0.2102	0.7904	0.2309	0.2461	0.2016	0.3401	0.2479	0.4592	0.2139	0.7642
12_RASMC_H3K27AC_PDGF_2H_REP2_15497_lociStitched	chr20(.):21857412-21878831	0.7345	0.5836	0.7059	0.506	1.2694	0.8305	0.9877	0.4261	0.8509	0.8844	0.1858	0.2408	0.1732	0.1979	0.1821	0.3175	0.1717	0.2235	0.18	0.2149
6_RASMC_H3K27AC_PDGF_2H_REP2_18354_lociStitched	chr4(.):98625544-98628783	0.6923	0.9727	0.6509	0.5711	0.9657	0.7811	0.6347	0.7093	0.7728	1.0039	0.1559	0.2831	0.1733	0.1678	0.1852	0.381	0.1512	0.3148	0.1572	0.3235
6_RASMC_H3K27AC_UNSTIM_REP1_10385_lociStitched	chr5(.):78473259-78476430	0.8711	2.0869	0.4299	1.0676	0.9909	1.0941	0.3901	0.9553	0.766	1.2803	0.1537	0.5366	0.1765	0.165	0.1633	0.5326	0.1552	0.5689	0.1494	0.5793
9_RASMC_H3K27AC_PDGF_24H_REP2_17397_lociStitched	chr8(.):76693163-76708725	0.789	0.9391	1.3625	1.1551	1.1119	1.0282	1.9047	1.21	0.8169	0.5136	0.18	0.3102	0.1996	0.2312	0.179	0.3963	0.2195	0.3866	0.167	0.344
6_RASMC_H3K27AC_PDGF_2H_REP2_14335_lociStitched	chr2(.):195995227-195999335	0.8372	1.2817	0.7421	1.4248	0.7696	0.8013	0.7888	1.788	0.9456	0.908	0.1641	0.3419	0.1775	0.2285	0.1675	0.3986	0.1894	0.3572	0.1576	0.3907
11_RASMC_H3K27AC_PDGF_2H_REP2_20986_lociStitched	chr5(.):160159154-160171797	0.7391	1.3663	0.6416	1.1357	0.5129	0.5545	0.755	1.3716	1.0859	1.3326	0.1554	0.3762	0.1461	0.1497	0.1368	0.3698	0.1486	0.3518	0.1571	0.54
6_RASMC_H3K27AC_PDGF_24H_NEW_25219_lociStitched	chr6(.):92006088-92009984	0.9227	1.5183	1.0689	1.8388	0.942	0.8275	0.8126	2.6876	0.9836	1.0973	0.1785	0.3945	0.1917	0.2235	0.1774	0.4328	0.1928	0.4322	0.1645	0.4546
6_RASMC_H3K27AC_UNSTIM_REP1_5907_lociStitched	chr18(.):29107648-29112078	1.4716	2.0289	1.7423	3.7599	1.1228	1.0379	1.4518	4.6557	1.6081	1.5363	0.1963	0.8345	0.2365	0.2682	0.1864	0.4738	0.2155	0.5961	0.1898	0.9743
8_RASMC_H3K27AC_PDGF_24H_REP2_10530_lociStitched	chr20(.):11935515-11943353	0.5717	0.9505	0.3572	0.8126	0.3316	0.3948	0.429	1.0546	1.2655	1.8627	0.1413	0.3478	0.1477	0.1411	0.1418	0.2979	0.1465	0.4802	0.1589	0.6097
6_RASMC_H3K27AC_UNSTIM_NEW_23608_lociStitched	chr5(.):56535175-56538202	0.6705	1.1598	0.6193	0.7498	0.752	0.6495	0.7023	0.917	0.6766	0.7422	0.1894	0.5539	0.1716	0.1922	0.172	0.3936	0.2063	0.5343	0.1608	0.4316
16_RASMC_H3K27AC_PDGF_24H_NEW_13211_lociStitched	chr18(.):29228119-29253774	0.8003	0.7973	1.4803	1.2772	0.7627	0.7962	1.9096	1.0564	0.9709	0.7072	0.1781	0.4024	0.1953	0.2255	0.1734	0.3745	0.2135	0.3877	0.1694	0.3638
17_RASMC_H3K27AC_UNSTIM_REP1_10580_lociStitched	chr5(.):116410260-116430165	1.1514	0.8316	1.0477	0.795	1.8805	1.4322	0.9302	0.5597	1.2925	1.3714	0.1684	0.2425	0.1657	0.1916	0.1747	0.2265	0.1768	0.2114	0.1711	0.2761
7_RASMC_H3K27AC_PDGF_24H_REP2_6096_lociStitched	chr14(.):86238359-86243411	1.3259	1.3716	2.1473	1.5378	1.5264	0.917	2.2325	2.1014	1.3691	0.7323	0.1864	0.3776	0.1983	0.2484	0.203	0.4992	0.2271	0.6806	0.1913	0.5372
9_RASMC_H3K27AC_UNSTIM_REP1_8256_lociStitched	chr3(.):12006374-12016535	1.0666	1.4191	1.6794	2.1195	1.0408	0.858	1.5571	2.2074	1.2956	1.0524	0.212	0.6195	0.2598	0.241	0.19	0.4737	0.2529	0.5088	0.2063	0.706
7_RASMC_H3K27AC_PDGF_24H_REP2_15565_lociStitched	chr7(.):3350759-3357707	0.8417	1.2999	0.7462	1.4509	1.0009	0.9258	0.9588	1.4836	0.5917	0.7021	0.1781	0.5396	0.1867	0.2005	0.1909	0.3964	0.1658	0.4228	0.1551	0.419
13_RASMC_H3K27AC_UNSTIM_REP1_9441_lociStitched	chr4(.):64964321-64984596	0.9476	1.126	0.9904	1.03	1.0156	0.7871	1.0974	1.0233	1.0608	1.0296	0.1923	0.3321	0.1852	0.222	0.1854	0.3906	0.2019	0.3291	0.1783	0.4253
8_RASMC_H3K27AC_PDGF_24H_NEW_3552_lociStitched	chr10(.):1221248-1227396	0.3931	0.4887	0.6481	0.7649	1.2711	1.2584	0.9039	0.8202	0.3696	0.5229	0.1578	0.1865	0.1846	0.1593	0.1822	0.2332	0.2037	0.2472	0.1588	0.2387
6_RASMC_H3K27AC_UNSTIM_NEW_16060_lociStitched	chr2(.):78029773-78035263	0.8475	0.9643	0.3215	0.3274	0.479	0.3704	0.2838	0.2898	0.6918	0.6806	0.1847	0.442	0.1709	0.2058	0.1394	0.2831	0.1532	0.2626	0.1578	0.3251
11_RASMC_H3K27AC_PDGF_2H_REP2_4377_lociStitched	chr10(.):67080849-67095170	1.195	1.537	1.4436	1.5058	1.1836	1.0288	1.9282	1.6763	1.5282	1.4749	0.1958	0.4763	0.1954	0.2485	0.1987	0.4403	0.2238	0.5061	0.1942	0.5389
6_RASMC_H3K27AC_PDGF_24H_REP2_13440_lociStitched	chr5(.):29599947-29602902	1.0128	1.3188	0.7302	0.809	1.2288	0.8889	0.6792	1.0492	0.7928	0.8805	0.2121	0.4655	0.1583	0.2103	0.1808	0.369	0.171	0.349	0.1745	0.4595
6_RASMC_H3K27AC_PDGF_24H_REP2_18781_lociStitched	chrX(.):77064710-77067037	0.3917	0.3501	0.4208	0.4337	0.3568	0.3278	0.4697	0.2565	0.3995	0.4244	0.0886	0.0819	0.1186	0.1408	0.0959	0.1608	0.1313	0.0721	0.0986	0.0625
6_RASMC_H3K27AC_UNSTIM_REP1_10699_lociStitched	chr5(.):128837892-128840739	0.6846	1.4704	0.8225	1.6172	0.7293	0.6925	0.7014	1.6686	0.7555	1.0296	0.1947	0.5174	0.2688	0.2653	0.2226	0.405	0.2422	0.5253	0.1964	0.4018
6_RASMC_H3K27AC_PDGF_24H_REP2_12689_lociStitched	chr4(.):114862041-114865493	0.9471	1.9851	1.1115	2.037	1.119	1.2037	1.2323	2.9434	1.2236	1.3745	0.2026	0.3989	0.2151	0.2852	0.1699	0.3903	0.2501	0.3991	0.2157	0.4679
6_RASMC_H3K27AC_UNSTIM_REP1_13386_lociStitched	chr8(.):128575422-128578929	0.7849	1.1205	1.3051	1.9192	0.7099	0.7305	1.1711	2.5447	1.0456	0.9866	0.1916	0.4543	0.1931	0.1973	0.1584	0.3505	0.2265	0.3073	0.1856	0.3189
7_RASMC_H3K27AC_PDGF_2H_REP2_16884_lociStitched	chr3(.):113614767-113622402	0.7736	0.3407	1.1759	0.5985	0.6621	0.3316	1.5	0.3577	1.2883	0.5893	0.1908	0.0819	0.1826	0.1916	0.1833	0.1917	0.2097	0.1636	0.2064	0.1345
6_RASMC_H3K27AC_PDGF_24H_NEW_2744_lociStitched	chr1(.):221178965-221212903	1.99	1.5993	2.4898	1.8598	3.2325	1.4561	2.6114	1.7944	2.3767	1.1134	0.3394	0.6316	0.3499	0.2829	0.355	0.6925	0.3372	0.6663	0.3688	0.7029
6_RASMC_H3K27AC_UNSTIM_NEW_14027_lociStitched	chr18(.):52422751-52425952	0.6516	0.9444	0.7604	1.4518	0.4389	0.4558	0.7517	1.5238	0.7783	0.8654	0.1791	0.3618	0.219	0.2322	0.1599	0.297	0.2235	0.5014	0.1955	0.5136
6_RASMC_H3K27AC_PDGF_24H_REP2_2869_lociStitched	chr10(.):48965789-48968870	0.4491	0.9115	0.5841	0.7697	0.449	0.665	0.5399	0.6537	0.4263	0.779	0.1556	0.2889	0.1717	0.2267	0.1492	0.3932	0.207	0.2934	0.1472	0.2806
7_RASMC_H3K27AC_UNSTIM_REP1_12610_lociStitched	chr7(.):140714101-140721366	0.8778	1.1222	1.2021	1.5609	0.737	0.6914	1.1224	1.2837	0.872	0.7656	0.1432	0.3735	0.1848	0.2062	0.1439	0.3405	0.1959	0.3715	0.1494	0.4468
7_RASMC_H3K27AC_UNSTIM_REP1_7234_lociStitched	chr2(.):144991652-144996266	1.2325	1.179	1.3144	0.8738	1.673	1.0545	1.509	0.7087	1.1327	0.579	0.1742	0.2553	0.1835	0.1958	0.1733	0.3585	0.2057	0.3237	0.1976	0.3201
6_RASMC_H3K27AC_PDGF_2H_REP2_15353_lociStitched	chr20(.):11951929-11956308	1.1605	1.858	0.9328	1.5047	0.8996	0.9153	0.9281	2.1868	1.5548	1.9582	0.1769	0.7302	0.1698	0.1978	0.1603	0.4498	0.1809	0.371	0.1961	0.8093
8_RASMC_H3K27AC_PDGF_2H_REP2_6801_lociStitched	chr12(.):37001142-37012890	0.6354	0.9163	0.7103	0.9577	0.7108	0.5235	0.9516	1.3689	0.6653	0.4728	0.1489	0.471	0.1814	0.1914	0.155	0.4622	0.1748	0.5342	0.1545	0.7349
6_RASMC_H3K27AC_UNSTIM_NEW_8519_lociStitched	chr13(.):88582346-88585351	0.6697	1.1365	0.9413	1.5064	0.9181	0.8859	1.027	1.6836	0.7852	0.8892	0.1951	0.3906	0.2175	0.2378	0.188	0.3007	0.2124	0.3583	0.1933	0.2558
7_RASMC_H3K27AC_PDGF_24H_REP2_1127_lociStitched	chr1(.):165306357-165313898	0.6347	0.617	0.41	0.3588	0.2371	0.2543	0.5743	0.2795	1.1671	1.284	0.1497	0.1848	0.1455	0.1643	0.1317	0.163	0.1494	0.2265	0.1668	0.2604
6_RASMC_H3K27AC_UNSTIM_REP1_13971_lociStitched	chr9(.):112077043-112079988	0.5572	0.6101	0.8248	0.7183	0.614	0.8086	0.9751	0.4188	0.5969	0.7019	0.1647	0.4149	0.1794	0.1941	0.1571	0.2638	0.2074	0.2531	0.1881	0.4351
6_RASMC_H3K27AC_UNSTIM_REP1_997_lociStitched	chr1(.):190603053-190611010	0.4862	0.44	0.6683	0.7338	0.5395	0.389	0.6464	0.8134	0.5782	0.5787	0.2123	0.1577	0.2159	0.1603	0.2155	0.2533	0.2262	0.2324	0.2075	0.2683
6_RASMC_H3K27AC_PDGF_2H_REP2_14334_lociStitched	chr2(.):195978862-195983108	0.3501	0.332	0.2877	0.2922	0.4719	0.3216	0.272	0.3187	0.4785	0.4232	0.1657	0.1641	0.1538	0.1211	0.1685	0.2044	0.1972	0.1253	0.1786	0.2306
6_RASMC_H3K27AC_PDGF_2H_NEW_12585_lociStitched	chr18(.):2811007-2816245	0.6392	0.7935	0.5681	0.7023	1.3476	0.9949	0.7149	0.9127	0.8475	0.8666	0.2145	0.3248	0.1918	0.254	0.2156	0.3634	0.2233	0.3075	0.2122	0.384
6_RASMC_H3K27AC_PDGF_2H_REP2_22166_lociStitched	chr6(.):103308683-103317485	1.6801	2.7126	1.7137	2.4714	2.1581	1.6249	1.8982	3.5054	1.8364	1.571	0.2136	0.782	0.234	0.2342	0.2187	0.6734	0.2245	0.7369	0.2179	0.9553
6_RASMC_H3K27AC_PDGF_24H_REP2_2169_lociStitched	chr1(.):260515454-260519679	1.6158	2.0988	2.5737	4.0716	1.6756	1.2748	2.8372	5.2864	2.2114	1.4746	0.292	0.5454	0.3387	0.3033	0.2824	0.5231	0.3083	0.5155	0.2763	0.837
7_RASMC_H3K27AC_PDGF_2H_REP2_4972_lociStitched	chr10(.):91397350-91406491	0.9369	0.974	0.6315	0.4438	0.6755	0.3705	0.6269	0.4624	1.0841	0.7944	0.1654	0.3669	0.1512	0.1819	0.16	0.2742	0.1471	0.342	0.1577	0.4154
9_RASMC_H3K27AC_PDGF_24H_REP2_3232_lociStitched	chr10(.):73601666-73616137	1.0915	0.8732	0.4736	0.4293	0.9015	0.6867	0.4209	0.2099	1.2508	1.5171	0.1866	0.1594	0.1782	0.2116	0.1954	0.17	0.1785	0.1457	0.1921	0.1731
10_RASMC_H3K27AC_PDGF_2H_REP2_16457_lociStitched	chr3(.):61103740-61112081	0.2327	0.5254	0.2327	0.3419	0.1124	0.1566	0.2011	0.3255	0.6308	1.1858	0.1293	0.2372	0.1187	0.1248	0.1156	0.1354	0.1225	0.2009	0.1589	0.3549
7_RASMC_H3K27AC_UNSTIM_REP1_10675_lociStitched	chr5(.):126608192-126614098	0.5557	0.744	0.394	0.683	0.2821	0.3495	0.4482	0.4977	0.7985	0.8655	0.156	0.3827	0.1432	0.1656	0.1208	0.2112	0.1496	0.3343	0.1497	0.3777
8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched	chr1(.):198648026-198655161	0.9758	1.2158	1.4979	1.6827	0.8776	0.5717	1.3151	1.9026	1.2299	0.7492	0.3329	0.635	0.3804	0.2309	0.3442	0.4373	0.3719	0.4668	0.3611	0.5334
8_RASMC_H3K27AC_PDGF_24H_REP2_12040_lociStitched	chr3(.):164127442-164133572	0.7852	1.1015	1.0737	0.8919	1.2921	0.7819	1.284	0.6953	0.6665	0.4327	0.2068	0.2545	0.2282	0.2074	0.2022	0.3468	0.2186	0.3344	0.1946	0.2203
8_RASMC_H3K27AC_PDGF_24H_REP2_12787_lociStitched	chr4(.):120511460-120521142	0.8787	0.9696	0.7935	0.5176	0.4083	0.4917	0.8225	0.5298	1.4609	1.0113	0.1772	0.3084	0.1779	0.193	0.1594	0.2201	0.192	0.2755	0.1862	0.309
15_RASMC_H3K27AC_PDGF_2H_REP2_25553_lociStitched	chr8(.):115066927-115086702	1.2953	1.8629	1.9371	2.4836	1.4598	1.3892	2.1539	3.0777	1.0188	0.698	0.1884	0.6723	0.2123	0.2361	0.1865	0.499	0.2163	0.6057	0.1698	0.6787
6_RASMC_H3K27AC_UNSTIM_REP1_1632_lociStitched	chr1(.):274540842-274543733	0.6237	1.2653	0.5508	0.8091	0.8355	0.6414	0.6085	0.9395	0.6992	0.9893	0.1089	0.4237	0.1065	0.1952	0.1104	0.3335	0.0718	0.3774	0.0958	0.3066
6_RASMC_H3K27AC_UNSTIM_NEW_7766_lociStitched	chr13(.):26748829-26752516	0.5553	0.7149	0.4996	0.4741	1.2238	0.9927	0.5782	0.523	0.6908	1.0665	0.1551	0.159	0.1743	0.1646	0.1964	0.2353	0.2085	0.2248	0.1734	0.2964
6_RASMC_H3K27AC_PDGF_24H_REP2_12006_lociStitched	chr3(.):161343248-161347218	1.34	2.1263	1.7248	2.9646	1.0322	0.9627	1.3589	2.898	1.6605	1.28	0.2307	0.9474	0.2927	0.2488	0.238	0.7708	0.2761	0.6901	0.2484	0.6828
7_RASMC_H3K27AC_PDGF_2H_REP2_9107_lociStitched	chr15(.):4253160-4257723	0.9472	1.0584	1.6428	1.9135	1.1634	1.1847	1.9851	2.2243	1.0296	1.1416	0.1916	0.4506	0.2697	0.2732	0.2172	0.4293	0.2927	0.4829	0.2115	0.4289
